Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Chippewa County                 ,3,1,1,2,19-50,55450,26.66,729,809,524,1065,710,513,271
Chisago County                  ,3,2,1,1,19-50,56538,27.18,0,802,575,1348,904,588,494
Chisago County                  ,3,2,2,1,19-50,72019,17.31,924,802,575,1348,904,588,861
Chisago County                  ,3,1,1,2,19-50,84423,40.59,1294,792,561,1894,825,735,934
Chisago County                  ,3,2,1.5,1,19-50,64636,20.72,462,802,575,1348,904,588,707
Clay County                     ,3,2,1,1,19-50,44185,21.24,0,811,538,900,728,468,237
Clay County                     ,3,2,1.5,1,19-50,50012,16.03,324,811,538,900,728,468,399
Clay County                     ,3,2,2,1,19-50,55539,13.35,648,811,538,900,728,468,535
Clay County                     ,3,1,1,2,19-50,63218,30.39,986,802,524,1287,669,572,428
Clearwater County               ,3,2,2,1,19-50,52510,12.62,426,808,538,756,950,428,470
Clearwater County               ,3,1,1,2,19-50,57307,27.55,683,799,524,1082,865,515,308
Clearwater County               ,3,2,1.5,1,19-50,48978,15.7,213,808,538,756,950,428,389
Clearwater County               ,3,2,1,1,19-50,44987,21.63,0,808,538,756,950,428,269
Cook County                     ,3,2,1,1,19-50,39463,18.97,0,804,538,756,650,427,114
Cook County                     ,3,2,2,1,19-50,46788,11.25,406,804,538,756,650,427,318
Cook County                     ,3,2,1.5,1,19-50,43482,13.94,203,804,538,756,650,427,246
Cook County                     ,3,1,1,2,19-50,51930,24.97,645,795,524,1057,600,507,200
Cottonwood County               ,3,2,1.5,1,19-50,45094,14.45,217,819,538,756,715,431,282
Cottonwood County               ,3,2,2,1,19-50,48817,11.73,435,819,538,756,715,431,374
Cottonwood County               ,3,2,1,1,19-50,40973,19.7,0,819,538,756,715,431,155
Cottonwood County               ,3,1,1,2,19-50,52019,25.01,713,809,524,941,658,479,211
Crow Wing County                ,3,1,1,2,19-50,61360,29.5,1041,792,524,1065,779,508,404
Crow Wing County                ,3,2,1,1,19-50,44414,21.35,0,802,538,816,852,443,250
Crow Wing County                ,3,2,1.5,1,19-50,50400,16.15,335,802,538,816,852,443,414
Crow Wing County                ,3,2,2,1,19-50,56009,13.46,669,802,538,816,852,443,547
Dakota County                   ,3,1,1,2,19-50,104920,50.44,2626,805,561,1894,692,739,1426
Dakota County                   ,3,2,1.5,1,19-50,68599,21.99,842,815,575,1348,755,592,790
Dakota County                   ,3,2,1,1,19-50,54512,26.21,0,815,575,1348,755,592,458
Dakota County                   ,3,2,2,1,19-50,82112,19.74,1684,815,575,1348,755,592,1074
Dodge County                    ,3,2,1.5,1,19-50,54713,17.54,288,802,538,1045,872,506,508
Dodge County                    ,3,2,2,1,19-50,59276,14.25,575,802,538,1045,872,506,602
Dodge County                    ,3,1,1,2,19-50,67560,32.48,891,792,524,1491,796,625,511
Dodge County                    ,3,2,1,1,19-50,49442,23.77,0,802,538,1045,872,506,357
Douglas County                  ,3,1,1,2,19-50,55742,26.8,766,796,524,1044,733,504,278
Douglas County                  ,3,2,1,1,19-50,42631,20.5,0,806,538,773,800,432,204
Douglas County                  ,3,2,1.5,1,19-50,46999,15.06,243,806,538,773,800,432,325
Douglas County                  ,3,2,2,1,19-50,51292,12.33,487,806,538,773,800,432,438
EDR  1 - Northwest              ,3,1,1,2,19-50,55320,26.6,728,806,524,1088,676,519,269
EDR  1 - Northwest              ,3,2,2,1,19-50,49944,12.01,412,816,538,813,736,446,401
EDR  1 - Northwest              ,3,2,1,1,19-50,42552,20.46,0,816,538,813,736,446,197
EDR  1 - Northwest              ,3,2,1.5,1,19-50,46548,14.92,206,816,538,813,736,446,324
EDR  2 - Headwaters             ,3,2,2,1,19-50,53412,12.84,550,809,538,792,838,438,486
EDR  2 - Headwaters             ,3,2,1.5,1,19-50,48756,15.63,275,809,538,792,838,438,373
EDR  2 - Headwaters             ,3,1,1,2,19-50,58272,28.02,883,800,524,1042,766,505,336
EDR  2 - Headwaters             ,3,2,1,1,19-50,43776,21.05,0,809,538,792,838,438,233
EDR  3 - Arrowhead              ,3,2,1.5,1,19-50,50940,16.33,352,807,538,877,785,461,425
EDR  3 - Arrowhead              ,3,2,1,1,19-50,44604,21.44,0,807,538,877,785,461,249
EDR  3 - Arrowhead              ,3,2,2,1,19-50,56760,13.64,704,807,538,877,785,461,558
EDR  3 - Arrowhead              ,3,1,1,2,19-50,64980,31.24,1232,798,524,1132,720,529,480
EDR  4 - West Central           ,3,2,2,1,19-50,52380,12.59,526,810,538,799,789,440,463
EDR  4 - West Central           ,3,1,1,2,19-50,58140,27.95,856,801,524,1094,723,519,328
EDR  4 - West Central           ,3,2,1.5,1,19-50,47820,15.33,263,810,538,799,789,440,346
EDR  4 - West Central           ,3,2,1,1,19-50,43080,20.71,0,810,538,799,789,440,214
EDR  5 - North Central          ,3,2,1.5,1,19-50,49392,15.83,275,803,538,780,895,434,391
EDR  5 - North Central          ,3,2,2,1,19-50,54060,13,550,803,538,780,895,434,505
EDR  5 - North Central          ,3,1,1,2,19-50,58812,28.27,907,794,524,1014,817,495,350
EDR  5 - North Central          ,3,2,1,1,19-50,44436,21.36,0,803,538,780,895,434,253
EDR  6E- Southwest Central      ,3,2,2,1,19-50,52788,12.69,561,810,538,769,813,432,476
EDR  6E- Southwest Central      ,3,2,1,1,19-50,42840,20.6,0,810,538,769,813,432,208
EDR  6E- Southwest Central      ,3,1,1,2,19-50,59460,28.59,941,800,524,1072,744,512,362
EDR  6E- Southwest Central      ,3,2,1.5,1,19-50,47868,15.34,280,810,538,769,813,432,347
EDR  6W- Upper Minnesota Valley,3,1,1,2,19-50,54924,26.41,736,819,524,1022,709,504,263
EDR  6W- Upper Minnesota Valley,3,2,2,1,19-50,49872,11.99,426,828,538,756,773,434,401
EDR  6W- Upper Minnesota Valley,3,2,1,1,19-50,42276,20.32,0,828,538,756,773,434,194
EDR  6W- Upper Minnesota Valley,3,2,1.5,1,19-50,46296,14.84,213,828,538,756,773,434,316
EDR  7E- East Central           ,3,2,1.5,1,19-50,61656,19.76,475,799,559,1148,972,533,652
EDR  7E- East Central           ,3,2,2,1,19-50,69204,16.64,949,799,559,1148,972,533,807
EDR  7E- East Central           ,3,2,1,1,19-50,53388,25.67,0,799,559,1148,972,533,438
EDR  7E- East Central           ,3,1,1,2,19-50,82116,39.48,1492,790,545,1596,885,653,882
EDR  7W- Central                ,3,2,1.5,1,19-50,57780,18.52,431,799,558,1115,827,524,561
EDR  7W- Central                ,3,2,2,1,19-50,64872,15.59,863,799,558,1115,827,524,720
EDR  7W- Central                ,3,1,1,2,19-50,80544,38.72,1558,790,544,1569,756,646,849
EDR  7W- Central                ,3,2,1,1,19-50,50232,24.15,0,799,558,1115,827,524,363
EDR  8 - Southwest              ,3,2,1,1,19-50,41232,19.82,0,820,538,756,727,431,164
EDR  8 - Southwest              ,3,2,1.5,1,19-50,45504,14.58,228,820,538,756,727,431,292
EDR  8 - Southwest              ,3,1,1,2,19-50,54924,26.41,794,810,524,1017,668,500,264
EDR  8 - Southwest              ,3,2,2,1,19-50,49428,11.88,457,820,538,756,727,431,390
EDR  9 - South Central          ,3,2,1,1,19-50,43932,21.12,0,811,538,888,731,465,228
EDR  9 - South Central          ,3,2,2,1,19-50,52776,12.69,497,811,538,888,731,465,468
EDR  9 - South Central          ,3,1,1,2,19-50,59364,28.54,825,802,524,1222,671,554,349
EDR  9 - South Central          ,3,2,1.5,1,19-50,48528,15.55,249,811,538,888,731,465,362
EDR 10 - Southeast              ,3,2,1,1,19-50,45060,21.66,0,810,538,895,788,467,257
EDR 10 - Southeast              ,3,2,1.5,1,19-50,51576,16.53,364,810,538,895,788,467,436
EDR 10 - Southeast              ,3,2,2,1,19-50,57552,13.83,729,810,538,895,788,467,569
EDR 10 - Southeast              ,3,1,1,2,19-50,67560,32.48,1236,801,524,1247,722,560,540
EDR 11 - 7 County Twin Cities   ,3,2,1.5,1,19-50,67776,21.72,779,833,575,1348,744,597,772
EDR 11 - 7 County Twin Cities   ,3,2,1,1,19-50,54696,26.3,0,833,575,1348,744,597,461
EDR 11 - 7 County Twin Cities   ,3,1,1,2,19-50,103524,49.77,2528,824,561,1894,683,744,1393
EDR 11 - 7 County Twin Cities   ,3,2,2,1,19-50,80256,19.29,1557,833,575,1348,744,597,1034
Faribault County                ,3,2,1,1,19-50,43136,20.74,0,844,538,756,800,438,219
Faribault County                ,3,2,2,1,19-50,51096,12.28,448,844,538,756,800,438,434
Faribault County                ,3,1,1,2,19-50,54877,26.38,722,834,524,995,733,501,264
Faribault County                ,3,2,1.5,1,19-50,47242,15.14,224,844,538,756,800,438,337
Fillmore County                 ,3,1,1,2,19-50,58871,28.3,844,799,524,1047,836,505,351
Fillmore County                 ,3,2,1.5,1,19-50,49075,15.73,261,808,538,756,918,428,381
Fillmore County                 ,3,2,2,1,19-50,53624,12.89,521,808,538,756,918,428,500
Fillmore County                 ,3,2,1,1,19-50,44447,21.37,0,808,538,756,918,428,256
Freeborn County                 ,3,2,1.5,1,19-50,46439,14.88,244,811,538,756,781,429,311
Freeborn County                 ,3,2,2,1,19-50,50734,12.2,488,811,538,756,781,429,425
Freeborn County                 ,3,1,1,2,19-50,54187,26.05,801,802,524,941,715,477,256
Freeborn County                 ,3,2,1,1,19-50,42011,20.2,0,811,538,756,781,429,186
Goodhue County                  ,3,2,1,1,19-50,45175,21.72,0,807,538,775,937,433,275
Goodhue County                  ,3,2,1.5,1,19-50,52600,16.86,422,807,538,775,937,433,471
Goodhue County                  ,3,1,1,2,19-50,69284,33.31,1388,798,524,1108,854,522,580
Goodhue County                  ,3,2,2,1,19-50,59400,14.28,845,807,538,775,937,433,615
Grant County                    ,3,2,2,1,19-50,53176,12.78,505,821,538,756,891,432,488
Grant County                    ,3,2,1.5,1,19-50,48748,15.62,252,821,538,756,891,432,372
Grant County                    ,3,1,1,2,19-50,59069,28.4,821,812,524,1082,813,518,352
Grant County                    ,3,2,1,1,19-50,44269,21.28,0,821,538,756,891,432,251
Hennepin County                 ,3,2,1.5,1,19-50,68488,21.95,830,845,575,1348,722,600,787
Hennepin County                 ,3,2,2,1,19-50,81802,19.66,1659,845,575,1348,722,600,1068
Hennepin County                 ,3,2,1,1,19-50,54588,26.24,0,845,575,1348,722,600,459
Hennepin County                 ,3,1,1,2,19-50,105604,50.77,2658,835,561,1894,663,747,1442
Houston County                  ,3,1,1,2,19-50,62266,29.94,894,801,524,1253,744,562,411
Houston County                  ,3,2,1.5,1,19-50,50498,16.19,264,811,538,901,813,468,413
Houston County                  ,3,2,1,1,19-50,45659,21.95,0,811,538,901,813,468,274
Houston County                  ,3,2,2,1,19-50,54951,13.21,528,811,538,901,813,468,520
Hubbard County                  ,3,1,1,2,19-50,57631,27.71,795,803,524,1012,848,497,324
Hubbard County                  ,3,2,1,1,19-50,44753,21.52,0,812,538,756,931,429,263
Hubbard County                  ,3,2,2,1,19-50,53210,12.79,479,812,538,756,931,429,489
Hubbard County                  ,3,2,1.5,1,19-50,49071,15.73,240,812,538,756,931,429,383
Isanti County                   ,3,1,1,2,19-50,101963,49.02,2293,787,561,1894,871,734,1357
Isanti County                   ,3,2,1,1,19-50,57261,27.53,0,796,575,1348,957,587,509
Isanti County                   ,3,2,2,1,19-50,81320,19.55,1461,796,575,1348,957,587,1053
Isanti County                   ,3,2,1.5,1,19-50,69695,22.34,731,796,575,1348,957,587,814
Itasca County                   ,3,2,1.5,1,19-50,50760,16.27,299,807,538,820,898,445,423
Itasca County                   ,3,2,2,1,19-50,55774,13.41,597,807,538,820,898,445,543
Itasca County                   ,3,1,1,2,19-50,60415,29.05,990,797,524,1020,819,498,387
Itasca County                   ,3,2,1,1,19-50,45403,21.83,0,807,538,820,898,445,276
Jackson County                  ,3,2,1,1,19-50,40866,19.65,0,829,538,756,696,434,153
Jackson County                  ,3,1,1,2,19-50,54669,26.28,885,819,524,941,640,482,265
Jackson County                  ,3,2,1.5,1,19-50,45739,14.66,267,829,538,756,696,434,292
Jackson County                  ,3,2,2,1,19-50,50441,12.13,533,829,538,756,696,434,417
Kanabec County                  ,3,2,1,1,19-50,49212,23.66,0,800,538,845,1100,450,368
Kanabec County                  ,3,2,2,1,19-50,64122,15.41,901,800,538,845,1100,450,709
Kanabec County                  ,3,1,1,2,19-50,73665,35.42,1469,791,524,1142,998,529,686
Kanabec County                  ,3,2,1.5,1,19-50,56969,18.26,450,800,538,845,1100,450,564
Kandiyohi County                ,3,2,1.5,1,19-50,46505,14.91,296,816,538,767,715,433,310
Kandiyohi County                ,3,1,1,2,19-50,59304,28.51,979,806,524,1098,658,521,356
Kandiyohi County                ,3,2,2,1,19-50,51727,12.43,592,816,538,767,715,433,450
Kandiyohi County                ,3,2,1,1,19-50,41135,19.78,0,816,538,767,715,433,159
Kittson County                  ,3,2,2,1,19-50,49870,11.99,377,820,538,756,833,431,401
Kittson County                  ,3,1,1,2,19-50,52506,25.24,634,810,524,946,761,481,220
Kittson County                  ,3,2,1,1,19-50,43172,20.76,0,820,538,756,833,431,220
Kittson County                  ,3,2,1.5,1,19-50,46836,15.01,188,820,538,756,833,431,337
Koochiching County              ,3,2,1.5,1,19-50,44689,14.32,256,808,538,756,676,428,262
Koochiching County              ,3,2,1,1,19-50,40033,19.25,0,808,538,756,676,428,130
Koochiching County              ,3,2,2,1,19-50,49230,11.83,512,808,538,756,676,428,385
Koochiching County              ,3,1,1,2,19-50,54292,26.1,858,799,524,979,623,487,254
Lac qui Parle County            ,3,2,1.5,1,19-50,46001,14.74,218,847,538,756,728,439,307
Lac qui Parle County            ,3,1,1,2,19-50,53646,25.79,734,838,524,970,669,495,240
Lac qui Parle County            ,3,2,1,1,19-50,41886,20.14,0,847,538,756,728,439,182
Lac qui Parle County            ,3,2,2,1,19-50,49681,11.94,436,847,538,756,728,439,396
Lake County                     ,3,2,1,1,19-50,43029,20.69,0,813,538,756,833,430,216
Lake County                     ,3,2,2,1,19-50,51751,12.44,492,813,538,756,833,430,451
Lake County                     ,3,1,1,2,19-50,57023,27.41,834,804,524,1022,761,500,307
Lake County                     ,3,2,1.5,1,19-50,47409,15.2,246,813,538,756,833,430,335
Lake of the Woods County        ,3,1,1,2,19-50,78417,37.7,2254,796,524,966,710,482,803
Lake of the Woods County        ,3,2,1.5,1,19-50,53954,17.29,664,805,538,776,774,433,506
Lake of the Woods County        ,3,2,1,1,19-50,42179,20.28,0,805,538,776,774,433,189
Lake of the Woods County        ,3,2,2,1,19-50,64484,15.5,1328,805,538,776,774,433,720
Le Sueur County                 ,3,2,1,1,19-50,46528,22.37,0,801,538,964,800,483,291
Le Sueur County                 ,3,2,1.5,1,19-50,51539,16.52,272,801,538,964,800,483,437
Le Sueur County                 ,3,1,1,2,19-50,63960,30.75,915,792,524,1339,733,583,444
Le Sueur County                 ,3,2,2,1,19-50,56089,13.48,545,801,538,964,800,483,543
Lincoln County                  ,3,2,2,1,19-50,52269,12.56,437,829,538,756,898,434,464
Lincoln County                  ,3,2,1.5,1,19-50,48611,15.58,218,829,538,756,898,434,378
Lincoln County                  ,3,1,1,2,19-50,56018,26.93,747,820,524,977,819,492,289
Lincoln County                  ,3,2,1,1,19-50,44570,21.43,0,829,538,756,898,434,259
Lyon County                     ,3,2,2,1,19-50,48404,11.64,473,816,538,756,657,430,364
Lyon County                     ,3,2,1,1,19-50,39874,19.17,0,816,538,756,657,430,126
Lyon County                     ,3,1,1,2,19-50,54430,26.17,804,806,524,1039,606,505,252
Lyon County                     ,3,2,1.5,1,19-50,44260,14.19,236,816,538,756,657,430,255
Mahnomen County                 ,3,2,2,1,19-50,62376,14.99,1208,810,538,756,781,429,676
Mahnomen County                 ,3,2,1,1,19-50,41993,20.19,0,810,538,756,781,429,185
Mahnomen County                 ,3,1,1,2,19-50,73919,35.54,2004,800,524,941,715,477,699
Mahnomen County                 ,3,2,1.5,1,19-50,52717,16.9,604,810,538,756,781,429,475
Marshall County                 ,3,2,1,1,19-50,44340,21.32,0,824,538,756,891,433,253
Marshall County                 ,3,2,1.5,1,19-50,48301,15.48,211,824,538,756,891,433,372
Marshall County                 ,3,1,1,2,19-50,55970,26.91,729,814,524,1001,813,497,286
Marshall County                 ,3,2,2,1,19-50,51786,12.45,422,824,538,756,891,433,451
Martin County                   ,3,2,2,1,19-50,48008,11.54,410,816,538,756,696,431,354
Martin County                   ,3,2,1,1,19-50,40582,19.51,0,816,538,756,696,431,145
Martin County                   ,3,1,1,2,19-50,53055,25.51,704,807,524,1022,640,501,223
Martin County                   ,3,2,1.5,1,19-50,44571,14.29,205,816,538,756,696,431,272
McLeod County                   ,3,2,2,1,19-50,53080,12.76,523,799,538,770,878,430,485
McLeod County                   ,3,1,1,2,19-50,59839,28.77,882,790,524,1102,802,518,369
McLeod County                   ,3,2,1.5,1,19-50,48497,15.54,261,799,538,770,878,430,365
McLeod County                   ,3,2,1,1,19-50,43811,21.06,0,799,538,770,878,430,236
Meeker County                   ,3,2,2,1,19-50,55023,13.23,608,803,538,778,898,433,527
Meeker County                   ,3,1,1,2,19-50,60076,28.88,1001,794,524,997,819,490,381
Meeker County                   ,3,2,1,1,19-50,44451,21.37,0,803,538,778,898,433,254
Meeker County                   ,3,2,1.5,1,19-50,49838,15.97,304,803,538,778,898,433,399
Mille Lacs County               ,3,2,1.5,1,19-50,53443,17.13,324,794,538,965,865,481,487
Mille Lacs County               ,3,1,1,2,19-50,70164,33.73,1188,785,524,1381,790,593,586
Mille Lacs County               ,3,2,2,1,19-50,58597,14.09,648,794,538,965,865,481,592
Mille Lacs County               ,3,2,1,1,19-50,47560,22.87,0,794,538,965,865,481,320
Minnesota                       ,3,1,1,2,19-50,86808,41.73,1905,812,547,1602,708,661,999
Minnesota                       ,3,2,1,1,19-50,50652,24.35,0,822,561,1151,772,540,375
Minnesota                       ,3,2,2,1,19-50,69912,16.81,1158,822,561,1151,772,540,822
